219,238,1
63,316,1
135,209,1
76,292,1
227,246,1
65,124,1
194,226,1
201,307,-1
298,40,1
350,26,1
379,265,-1
79,85,1
496,108,-1
327,473,-1
351,192,-1
179,65,1
425,326,-1
24,349,1
144,123,1
319,249,-1
443,265,-1
34,355,1
449,440,-1
328,7,1
121,119,1
366,292,-1
231,129,1
140,328,1
128,268,1
348,318,-1
326,373,-1
37,39,1
133,362,-1
373,363,-1
390,90,1
308,337,-1
447,39,1
335,68,1
344,465,-1
63,248,1
59,423,-1
233,358,-1
55,232,1
74,89,1
390,10,1
465,72,-1
40,250,1
234,341,-1
115,475,-1
427,168,-1
222,432,-1
148,462,-1
14,404,1
247,121,1
393,69,1
17,385,1
280,68,1
477,441,-1
192,81,1
122,121,1
3,312,1
355,292,-1
290,344,-1
351,269,-1
203,42,1
402,225,-1
30,11,1
357,178,-1
301,48,1
93,378,-1
360,234,-1
271,418,-1
244,297,-1
90,83,1
225,18,1
158,194,1
81,112,1
490,112,-1
274,227,-1
46,362,1
30,349,1
473,375,-1
43,349,1
347,105,1
136,83,1
489,377,-1
65,203,1
112,166,1
66,351,1
70,406,-1
292,464,-1
368,181,-1
142,290,1
378,61,1
157,493,-1
1,180,1
42,361,1
494,337,-1
78,441,-1
382,378,-1
354,114,1
166,233,1
117,138,1
161,59,1
472,67,-1
123,376,-1
409,391,-1
170,391,-1
53,492,-1
289,372,-1
189,74,1
17,177,1
166,177,1
370,168,-1
392,425,-1
135,67,1
331,316,-1
393,97,1
478,365,-1
65,384,1
166,487,-1
445,51,1
57,212,1
226,350,-1
45,71,1
45,369,1
169,316,-1
69,111,1
270,246,-1
283,106,1
117,78,1
156,418,-1
397,282,-1
229,498,-1
238,412,-1
229,418,-1
287,310,-1
482,161,-1
243,86,1
128,101,1
283,288,-1
54,403,-1
133,269,1
222,39,1
499,256,-1
318,76,1
323,442,-1
261,238,-1
73,151,1
397,448,-1
63,493,-1
485,332,-1
124,263,1
12,81,1
264,152,1
420,446,-1
86,138,1
238,99,1
124,42,1
289,428,-1
393,107,1
467,230,-1
449,210,-1
25,7,1
169,350,-1
5,47,1
198,318,-1
22,77,1
61,319,1
153,420,-1
51,291,1
171,305,1
174,61,1
462,258,-1
188,279,1
236,116,1
4,297,1
343,126,1
372,225,-1
290,160,1
53,175,1
267,53,1
252,149,1
143,459,-1
70,358,1
393,119,-1
39,411,-1
63,206,1
90,420,-1
45,333,1
416,308,-1
75,342,1
290,115,1
448,56,-1
323,350,-1
27,43,1
179,84,1
290,67,1
336,19,1
60,278,1
426,169,-1
58,196,1
96,194,1
218,174,1
297,308,-1
287,321,-1
343,53,1
124,297,1
31,110,1
321,495,-1
391,169,-1
19,134,1
241,263,-1
458,125,-1
469,5,1
278,461,-1
278,495,-1
98,473,-1
200,372,-1
438,362,-1
376,163,-1
131,468,-1
228,87,1
239,394,-1
53,417,-1
242,210,1
226,51,1
414,231,-1
443,206,-1
315,174,1
359,55,1
210,158,1
74,329,1
3,13,1
106,215,1
266,405,-1
40,309,1
394,172,-1
359,169,-1
13,104,1
416,161,-1
24,337,1
456,382,-1
26,429,-1
28,336,1
83,463,-1
373,229,-1
443,5,1
49,175,1
465,392,-1
127,400,-1
91,457,-1
98,177,1
69,389,-1
25,315,1
412,201,-1
306,60,1
173,103,1
248,462,-1
472,70,-1
116,148,1
382,358,-1
417,162,-1
47,353,1
282,498,-1
217,182,1
11,74,1
135,314,1
327,460,-1
447,200,-1
159,311,1
166,259,1
251,428,-1
152,48,1
346,391,-1
157,226,1
402,258,-1
151,231,1
296,206,-1
292,253,-1
330,377,-1
115,254,1
393,9,1
66,344,1
221,300,-1
386,41,1
427,390,-1
364,299,-1
328,43,1
487,431,-1
21,427,-1
265,101,1
168,166,1
339,266,-1
424,370,-1
269,178,1
141,326,1
424,190,-1
107,465,-1
46,245,1
104,384,-1
471,462,-1
98,195,1
496,126,-1
147,382,-1
81,62,1
151,357,-1
36,8,1
323,451,-1
338,278,-1
295,267,-1
45,421,-1
439,279,-1
344,382,-1
106,263,1
316,274,-1
215,373,-1
283,254,-1
334,122,1
81,173,1
55,298,1
41,271,1
113,293,1
14,127,1
324,20,1
428,104,-1
79,100,1
298,79,1
392,465,-1
463,128,-1
